Column1,timestamp8601,@message,cf_app_name,level,Error Message,Exception Details,Exception Name,Misc.
1554,"June 17th 2020, 13:29:34.757","       message-data-start => Redis-Connection-Error >> method: SetAsync >> cacheRegion webmetadoc >>  ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    message-data-end =>  exception-data-start => StackExchange.Redis.RedisServerException: ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ->    at Dell.SupportOnline.Cache.Redis.RedisCache.SetAsync(String key, MemoryStream value, DistributedCacheEntryOptions options, CancellationToken token) ->    at Dell.SupportOnline.Cache.DistributedCacheProvider.SetAsync[TItem](String cacheRegion, String cacheKey, TItem value, CacheEntryOptions cacheItemOptions) exception-data-end => ",drivers-ux,error, Redis-Connection-Error >> method: SetAsync >> cacheRegion webmetadoc >>  ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ," StackExchange.Redis.RedisServerException: ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ->    at Dell.SupportOnline.Cache.Redis.RedisCache.SetAsync(String key, MemoryStream value, DistributedCacheEntryOptions options, CancellationToken token) ->    at Dell.SupportOnline.Cache.DistributedCacheProvider.SetAsync[TItem](String cacheRegion, String cacheKey, TItem value, CacheEntryOptions cacheItemOptions) ",StackExchange.Redis.RedisServerException,
1824,"June 17th 2020, 13:29:33.848","       message-data-start => Redis-Connection-Error >> method: SetAsync >> cacheRegion webmetadoc >>  ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    message-data-end =>  exception-data-start => StackExchange.Redis.RedisServerException: ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ->    at Dell.SupportOnline.Cache.Redis.RedisCache.SetAsync(String key, MemoryStream value, DistributedCacheEntryOptions options, CancellationToken token) ->    at Dell.SupportOnline.Cache.DistributedCacheProvider.SetAsync[TItem](String cacheRegion, String cacheKey, TItem value, CacheEntryOptions cacheItemOptions) exception-data-end => ",drivers-ux,error, Redis-Connection-Error >> method: SetAsync >> cacheRegion webmetadoc >>  ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ," StackExchange.Redis.RedisServerException: ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ->    at Dell.SupportOnline.Cache.Redis.RedisCache.SetAsync(String key, MemoryStream value, DistributedCacheEntryOptions options, CancellationToken token) ->    at Dell.SupportOnline.Cache.DistributedCacheProvider.SetAsync[TItem](String cacheRegion, String cacheKey, TItem value, CacheEntryOptions cacheItemOptions) ",StackExchange.Redis.RedisServerException,
1858,"June 17th 2020, 13:29:33.753","       message-data-start => Redis-Connection-Error >> method: SetAsync >> cacheRegion webmetadoc >>  ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    message-data-end =>  exception-data-start => StackExchange.Redis.RedisServerException: ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ->    at Dell.SupportOnline.Cache.Redis.RedisCache.SetAsync(String key, MemoryStream value, DistributedCacheEntryOptions options, CancellationToken token) ->    at Dell.SupportOnline.Cache.DistributedCacheProvider.SetAsync[TItem](String cacheRegion, String cacheKey, TItem value, CacheEntryOptions cacheItemOptions) exception-data-end => ",drivers-ux,error, Redis-Connection-Error >> method: SetAsync >> cacheRegion webmetadoc >>  ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ," StackExchange.Redis.RedisServerException: ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ->    at Dell.SupportOnline.Cache.Redis.RedisCache.SetAsync(String key, MemoryStream value, DistributedCacheEntryOptions options, CancellationToken token) ->    at Dell.SupportOnline.Cache.DistributedCacheProvider.SetAsync[TItem](String cacheRegion, String cacheKey, TItem value, CacheEntryOptions cacheItemOptions) ",StackExchange.Redis.RedisServerException,
1884,"June 17th 2020, 13:29:32.396","Error         Dell.SupportOnline.ServiceStore.Core.Services.ServiceStoreApiClient[1004]   Service Store API failed to provide details using https://servicestore-api.ausmpc.pcf.dell.com/api/carts/7YMZR72/servicecarts?fromDate=05/18/2020 06:29:27 PM. Exception = Invalid-Status-Code NotFound=> System.Net.Http.HttpRequestException: Invalid-Status-Code NotFound    at Dell.SupportOnline.Common.WebClient.SupportHttpClient`1.SendDataAsJsonResultAsync[TResponse](HttpRequestMessage httpRequestMessage, IUserContext userContext)    at Dell.SupportOnline.ServiceStore.Core.Services.ServiceStoreApiClient.GetDataAsync[TResponse](String uri, String cookies, CorrelationContext correlationContext)",servicestore-web,error,         Dell.SupportOnline.ServiceStore.Core.Services.ServiceStoreApiClient[1004]   Service Store API failed to provide details using https://servicestore-api.ausmpc.pcf.dell.com/api/carts/7YMZR72/servicecarts?," Invalid-Status-Code NotFound=> System.Net.Http.HttpRequestException: Invalid-Status-Code NotFound    at Dell.SupportOnline.Common.WebClient.SupportHttpClient`1.SendDataAsJsonResultAsync[TResponse](HttpRequestMessage httpRequestMessage, IUserContext userContext)    at Dell.SupportOnline.ServiceStore.Core.Services.ServiceStoreApiClient.GetDataAsync[TResponse](String uri, String cookies, CorrelationContext correlationContext)", System.Net.Http.HttpRequestException,
1888,"June 17th 2020, 13:29:32.076","       message-data-start => Redis-Connection-Error >> method: SetAsync >> cacheRegion webmetadoc >>  ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    message-data-end =>  exception-data-start => StackExchange.Redis.RedisServerException: ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ->    at Dell.SupportOnline.Cache.Redis.RedisCache.SetAsync(String key, MemoryStream value, DistributedCacheEntryOptions options, CancellationToken token) ->    at Dell.SupportOnline.Cache.DistributedCacheProvider.SetAsync[TItem](String cacheRegion, String cacheKey, TItem value, CacheEntryOptions cacheItemOptions) exception-data-end => ",drivers-ux,error, Redis-Connection-Error >> method: SetAsync >> cacheRegion webmetadoc >>  ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ," StackExchange.Redis.RedisServerException: ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ->    at Dell.SupportOnline.Cache.Redis.RedisCache.SetAsync(String key, MemoryStream value, DistributedCacheEntryOptions options, CancellationToken token) ->    at Dell.SupportOnline.Cache.DistributedCacheProvider.SetAsync[TItem](String cacheRegion, String cacheKey, TItem value, CacheEntryOptions cacheItemOptions) ",StackExchange.Redis.RedisServerException,
2137,"June 17th 2020, 13:29:27.483","Error         Dell.SupportOnline.ServiceStore.Core.Services.ServiceStoreApiClient[1004]   Service Store API failed to provide details using https://servicestore-api.ausmpc.pcf.dell.com/api/carts/626W0P2/servicecarts?fromDate=05/18/2020 06:29:23 PM. Exception = Invalid-Status-Code NotFound=> System.Net.Http.HttpRequestException: Invalid-Status-Code NotFound    at Dell.SupportOnline.Common.WebClient.SupportHttpClient`1.SendDataAsJsonResultAsync[TResponse](HttpRequestMessage httpRequestMessage, IUserContext userContext)    at Dell.SupportOnline.ServiceStore.Core.Services.ServiceStoreApiClient.GetDataAsync[TResponse](String uri, String cookies, CorrelationContext correlationContext)",servicestore-web,error,         Dell.SupportOnline.ServiceStore.Core.Services.ServiceStoreApiClient[1004]   Service Store API failed to provide details using https://servicestore-api.ausmpc.pcf.dell.com/api/carts/626W0P2/servicecarts?," Invalid-Status-Code NotFound=> System.Net.Http.HttpRequestException: Invalid-Status-Code NotFound    at Dell.SupportOnline.Common.WebClient.SupportHttpClient`1.SendDataAsJsonResultAsync[TResponse](HttpRequestMessage httpRequestMessage, IUserContext userContext)    at Dell.SupportOnline.ServiceStore.Core.Services.ServiceStoreApiClient.GetDataAsync[TResponse](String uri, String cookies, CorrelationContext correlationContext)", System.Net.Http.HttpRequestException,
2200,"June 17th 2020, 13:29:26.205","       message-data-start => Redis-Connection-Error >> method: SetAsync >> cacheRegion webmetadoc >>  ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    message-data-end =>  exception-data-start => StackExchange.Redis.RedisServerException: ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ->    at Dell.SupportOnline.Cache.Redis.RedisCache.SetAsync(String key, MemoryStream value, DistributedCacheEntryOptions options, CancellationToken token) ->    at Dell.SupportOnline.Cache.DistributedCacheProvider.SetAsync[TItem](String cacheRegion, String cacheKey, TItem value, CacheEntryOptions cacheItemOptions) exception-data-end => ",drivers-ux,error, Redis-Connection-Error >> method: SetAsync >> cacheRegion webmetadoc >>  ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ," StackExchange.Redis.RedisServerException: ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ->    at Dell.SupportOnline.Cache.Redis.RedisCache.SetAsync(String key, MemoryStream value, DistributedCacheEntryOptions options, CancellationToken token) ->    at Dell.SupportOnline.Cache.DistributedCacheProvider.SetAsync[TItem](String cacheRegion, String cacheKey, TItem value, CacheEntryOptions cacheItemOptions) ",StackExchange.Redis.RedisServerException,
2351,"June 17th 2020, 13:29:20.963","Error         Dell.SupportOnline.ServiceStore.Core.Services.ServiceStoreApiClient[1004]   Service Store API failed to provide details using https://servicestore-api.ausmpc.pcf.dell.com/api/carts/73GLL72/servicecarts?fromDate=05/18/2020 06:29:11 PM. Exception = Invalid-Status-Code NotFound=> System.Net.Http.HttpRequestException: Invalid-Status-Code NotFound    at Dell.SupportOnline.Common.WebClient.SupportHttpClient`1.SendDataAsJsonResultAsync[TResponse](HttpRequestMessage httpRequestMessage, IUserContext userContext)    at Dell.SupportOnline.ServiceStore.Core.Services.ServiceStoreApiClient.GetDataAsync[TResponse](String uri, String cookies, CorrelationContext correlationContext)",servicestore-web,error,         Dell.SupportOnline.ServiceStore.Core.Services.ServiceStoreApiClient[1004]   Service Store API failed to provide details using https://servicestore-api.ausmpc.pcf.dell.com/api/carts/73GLL72/servicecarts?," Invalid-Status-Code NotFound=> System.Net.Http.HttpRequestException: Invalid-Status-Code NotFound    at Dell.SupportOnline.Common.WebClient.SupportHttpClient`1.SendDataAsJsonResultAsync[TResponse](HttpRequestMessage httpRequestMessage, IUserContext userContext)    at Dell.SupportOnline.ServiceStore.Core.Services.ServiceStoreApiClient.GetDataAsync[TResponse](String uri, String cookies, CorrelationContext correlationContext)", System.Net.Http.HttpRequestException,
2353,"June 17th 2020, 13:29:20.960",      Error calling method: GetCategoryDetailsForTagIds . Ex: Timeout expired.  The timeout period elapsed prior to obtaining a connection from the pool.  This may have occurred because all pooled connections were in use and max pool size was reached.,ProductSelectorApi,error, GetCategoryDetailsForTagIds . , Timeout expired.  The timeout period elapsed prior to obtaining a connection from the pool.  This may have occurred because all pooled connections were in use and max pool size was reached., Timeout expired,
2355,"June 17th 2020, 13:29:20.959",      Error calling method: GetProductCategoriesByProductCode . Ex: Timeout expired.  The timeout period elapsed prior to obtaining a connection from the pool.  This may have occurred because all pooled connections were in use and max pool size was reached.,ProductSelectorApi,error, GetProductCategoriesByProductCode . , Timeout expired.  The timeout period elapsed prior to obtaining a connection from the pool.  This may have occurred because all pooled connections were in use and max pool size was reached., Timeout expired,
